1,2
1,3
1,7
2,3
3,4
2,6
4,5
5,6
3,5
6,7
1,8
1,9
1,10
1,11
1,12
1,13
1,14
1,15
1,16
1,17
1,18
1,19
1,20
1,21
1,22
2,23
2,24
2,25
2,26
2,27
2,28
2,29
2,30
2,31
2,32
2,33
2,34
2,35
2,36
2,37
2,38
2,39
2,40
2,41
2,42
2,43
2,44
2,45
2,46
2,47
3,48
3,49
3,50
3,51
3,52
3,53
3,54
3,55
3,56
3,57
3,58
3,59
3,60
3,61
3,62
3,63
3,64
3,65
3,66
3,67
4,68
4,69
4,70
4,71
4,72
4,73
4,74
4,75
4,76
4,77
4,78
4,79
4,80
4,81
4,82
4,83
4,84
4,85
4,86
4,87
4,88
4,89
4,90
4,91
4,92
4,93
4,94
4,95
4,96
4,97
4,98
4,99
5,100
5,101
5,102
5,103
5,104
5,105
5,106
5,107
5,108
5,109
5,110
5,111
5,112
5,113
5,114
5,115
5,116
5,117
5,118
5,119
5,120
5,121
5,122
5,123
5,124
5,125
5,126
5,127
5,128
5,129
5,130
5,131
5,132
5,133
6,134
6,135
6,136
6,137
6,138
6,139
6,140
6,141
6,142
6,143
6,144
6,145
6,146
6,147
6,148
6,149
6,150
6,151
6,152
6,153
6,154
6,155
6,156
6,157
6,158
6,159
6,160
6,161
6,162
6,163
6,164
6,165
6,166
6,167
6,168
6,169
6,170
6,171
6,172
6,173
6,174
6,175
6,176
6,177
6,178
6,179
6,180
6,181
6,182
6,183
6,184
6,185
6,186
6,187
6,188
6,189
7,190
7,191
7,192
7,193
7,194
7,195
7,196
7,197
7,198
7,199
7,200
7,201
7,202
7,203
7,204
7,205
7,206
7,207
7,208
7,209
7,210
7,211
7,212
7,213
7,214
7,215
7,216
7,217
7,218
7,219
7,220
7,221
7,222
7,223
7,224
7,225
7,226
7,227
7,228
7,229
7,230
7,231
7,232
7,233
7,234
7,235
7,236
7,237
7,238
7,239
7,240
9,34
9,44
9,57
9,120
9,134
21,240
33,45
33,56
33,32
33,180
33,177
33,150
44,67
55,78
55,21
55,58
55,66
160,124
151,133
135,102
77,170
74,33
121,124
7,78
110,219
150,27
67,83
86,30
71,200
33,101
160,31
145,98
178,139
11,85
141,110
196,239
54,237
224,22
179,128
30,27
96,51
202,145
218,51
179,208
93,71
4,89
91,163
139,119
143,105
94,32
152,188
227,74
118,188
238,163
72,235
141,186
194,61
193,194
39,6
130,49
234,67
97,20
8,165
138,124
228,2
120,150
30,219
236,75
171,228
209,67
145,36
32,200
75,202
148,146
214,168
197,217
125,193
113,213
117,67
181,184
171,15
15,224
210,77
131,185
218,130
50,208
110,187
121,86
127,3
49,46
81,164
50,66
193,162
180,61
16,238
53,26
96,81
126,49
142,193
127,51
77,175
210,153
210,90
84,194
202,183
180,198
202,234
164,161
183,231
57,3
178,234
129,233
8,194
53,138
11,96
30,35
96,230
91,227
169,96
123,74
126,6
148,28
128,8
226,140
186,228
44,46
79,51
228,6
151,145
50,210
81,109
168,32
125,196
26,40
129,162
71,203
177,143
69,71
86,31
200,188
229,11
230,238
60,70
189,11
196,236
104,143
210,81
218,35
229,31
237,222
101,149
34,222
204,82
192,232
14,140
91,12
211,45
143,99
67,51
140,114
239,222
136,142
109,82
168,182
123,187
235,43
196,182
67,42
149,67
46,219
136,98
202,223
75,49
97,227
210,169
79,45
155,198
42,15
17,53
147,154
108,179
60,179
91,237
190,90
173,237
107,85
66,215
85,27
95,157
64,234
126,146
120,218
53,185
139,62
197,216
206,218
17,205
163,147
3,44
150,101
26,216
105,61
182,136
150,199
192,151
11,56
149,186
47,211
24,224
75,113
124,203
185,172
138,187
130,175
167,128
14,183
177,219
27,32
219,239
88,210
136,197
119,125
3,126
19,84
1,64
212,60
116,231
238,89
49,210
236,209
37,138
41,81
201,223
170,45
126,43
64,182
166,233
216,143
156,118
47,167
118,25
97,43
186,101
105,177
170,5
127,188
119,11
219,135
129,44
153,1
130,114
57,228
3,113
95,228
167,186
52,111
216,232
126,232
186,153
36,115
209,99
45,2
203,95
201,41
54,68
6,63
166,174
149,231
86,92
188,140
134,62
155,129
230,90
193,204
41,38
116,4
217,137
51,228
62,150
188,221
183,229
127,6
137,51
238,172
176,109
129,224
229,210
82,65
227,238
164,73
168,120
73,74
7,35
234,104
235,219
78,9
220,169
86,79
26,47
62,105
3,212
185,122
202,93
22,93
226,70
160,222
221,165
184,135
63,120
148,43
172,117
133,119
174,82
163,118
200,139
60,77
227,197
160,79
39,106
181,193
117,12
17,82
20,55
196,3
193,61
97,97
20,238
166,129
155,138
209,174
103,71
56,125
12,23
222,189
20,99
107,221
64,52
227,145
121,232
201,61
127,71
95,10
164,223
3,200
207,61
50,107
17,190
210,235
195,157
177,93
18,130
82,202
55,145
144,140
239,87
10,156
13,186
198,29
87,150
141,211
87,158
90,214
11,51
29,129
185,49
172,203
111,203
116,5
170,224
61,213
189,166
3,75
223,136
177,172
33,49
82,13
51,101
95,109
39,174
135,213
223,154
91,17
199,74
47,211
238,178
84,187
133,154
232,34
99,172
98,25
60,31
223,211
133,127
98,68
105,127
167,202
1,150
145,133
212,211
134,200
212,147
231,135
216,196
41,101
81,79
238,115
220,185
221,236
204,224
205,153
141,237
158,94
14,222
143,142
47,179
107,73
176,68
